,product_sub_group_id,product_sub_group_coef_sales,sale_date_id,reg_date_count,cheque_id_x,cheque_id_y
792,1371,11.16603731290864,10,18,173,964
793,1372,34044.46913440119,28,0,14820,5379
794,1373,239.48176804266862,25,3,7362,3709
795,1374,344.6798321144386,28,0,8789,12341
796,1375,219.61013047983428,13,15,360,156
797,1376,3.556878306878307,3,25,9,166
798,1378,847.8403318931115,28,0,19773,59512
799,1379,1.278048780487805,28,0,3396,345
800,1382,10.933254188101836,8,20,33,259
801,1383,4.813664596273291,10,18,31,434
802,1384,110.68036153990532,16,12,1098,960
803,1385,281.8970880220652,28,0,12618,6941
804,1386,143.77499471824916,16,12,782,533
805,1387,1189.3867924528302,27,1,123,9
806,1389,21.430587682568927,10,18,59,355
807,1390,16.287932629804065,11,17,57,348
808,1391,1987.6549865229108,28,0,195,19
809,1392,89472.95367421933,28,0,20108,6041
810,1393,115.94287150175651,15,13,731,1415
811,1394,193.93825684831234,21,7,1083,2045
812,1395,315.1856539260459,27,1,1646,2155
813,1399,-0.2688172043010753,1,27,1,372
814,1400,18.91982576094726,12,16,39,230
815,1401,6.1936179316094035,28,0,569,682
816,1402,5763.78386826983,28,0,2315,1576
817,1403,108.06043277912997,16,12,294,347
818,1404,143.16865345228928,28,0,3324,1996
819,1405,4.22711153912583,14,14,83,1807
820,1406,74567.74586622104,28,0,7390,1309
821,1407,30.954781105990783,8,20,28,145
822,1411,176.0623259489891,27,1,3205,9104
823,1412,152.8044117055106,15,13,83,114
824,1413,25.368333980585774,13,15,187,1855
825,1414,256.641672229726,28,0,32138,39669
826,1415,11.883725132953575,10,18,39,483
827,1417,254.60453490707758,28,0,13062,11702
828,1418,30.03009322586755,9,19,18,247
829,1419,34.70530930345836,4,24,5,21
830,1421,6.816384914221148,13,15,48,497
831,1427,1548.2142857142858,15,13,51,3
